review_id,reviewer_id,review_date,rating,review_text,review_like_count,owner_response_text,owner_response_date,review_url,scraped_at,batch_number,text_word_count,is_valid_text,filter_reason,clean_text
Ci9DQUlRQUNvZENodHljRjlvT21ZMmJXRjViR1prVWxoMldFOXlXSGg2ZDBVNU5tYxAB,108016557122242203976,2026-06-01T10:33:01.945Z,5,"baru pertama kali kesini dan g sengaja banget kesini
but im very excited.. senang sekali nambah pengetahuan ttg minyak atsiri dan sejarah nya, staff nya ramah2.. t4 nya bagus tertata rapi di kombinasi dg teknologi.. bener2 pengalaman baru dan pengalaman seru
toko suvenirnya jg menjual aneka produk dr minyak atsiri dan produk umkm dg harga terjangkau
yg belum pernah kesini.. segera agendakan yaaa.. nyesel banget kl g 🤗",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21ZMmJXRjViR1prVWxoMldFOXlXSGg2ZDBVNU5tYxAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOmY2bWF5bGZkUlh2WE9yWHh6d0U5Nmc%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,67,true,,"baru pertama kali kesini dan g sengaja banget kesini but im very excited.. senang sekali nambah pengetahuan ttg minyak atsiri dan sejarah nya, staff nya ramah2.. t4 nya bagus tertata rapi di kombinasi dg teknologi.. bener2 pengalaman baru dan pengalaman seru toko suvenirnya jg menjual aneka produk dr minyak atsiri dan produk umkm dg harga terjangkau yg belum pernah kesini.. segera agendakan yaaa.. nyesel banget kl g 🤗"
Ci9DQUlRQUNvZENodHljRjlvT2pkMmFqaDNOak50UlVwWldtZG5OVlpsZUVKcGNsRRAB,114408178709071708616,2026-05-31T08:18:54.724Z,5,"Beli EDT 4 ternyata ada salah 1 botol yg kosong. Komunikasi dgn CS, bawa & tukar langsung, cepet tanpa ribet, paper bag diganti dengan yg baru. Terima kasih untuk pelayanan terbaiknya, semoga semakin sukses. Aamiin",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pkMmFqaDNOak50UlVwWldtZG5OVlpsZUVKcGNsRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOjd2ajh3NjNtRUpZWmdnNVZleEJpclE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,34,true,,"Beli EDT 4 ternyata ada salah 1 botol yg kosong. Komunikasi dgn CS, bawa & tukar langsung, cepet tanpa ribet, paper bag diganti dengan yg baru. Terima kasih untuk pelayanan terbaiknya, semoga semakin sukses. Aamiin"
Ci9DQUlRQUNvZENodHljRjlvT21KcVNsTkZRV0ZFVlU1UGFHeEdRMVJCV0hKMmRuYxAB,115601197388783429081,2026-05-30T18:17:26.869Z,4,Aku sih rekomendasikan ke sini weekdays karena sepi untuk introvert cocok. Makanan di restonya enak enak dan unik. Wajib coba sih klo di rumah atsiri dan pastinya beli parfum juga hehe,0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21KcVNsTkZRV0ZFVlU1UGFHeEdRMVJCV0hKMmRuYxAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOmJqSlNFQWFEVU5PaGxGQ1RBWHJ2dnc%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,31,true,,Aku sih rekomendasikan ke sini weekdays karena sepi untuk introvert cocok. Makanan di restonya enak enak dan unik. Wajib coba sih klo di rumah atsiri dan pastinya beli parfum juga hehe
Ci9DQUlRQUNvZENodHljRjlvT2tWdk5YVmlTR0ozVGpsUVVHcE5SamMyV1Voc2NsRRAB,103315548861112904309,2026-05-30T14:26:40.737Z,5,"Tempatnya bagus untuk edukasi, bersih dan terawat. Waktu masuk gerbang langsung bayar tiket masuk 50ribu/orang, berupa saldo di kartu. Pas di dalam mau belanja, ikut tour, dll dipotong dari saldo tsb. Kalau saldo habis dan masih mau belanja bisa bayar cash. Ada tour guidenya juga (berbayar) di jam2 tertentu. Ada restonya juga di dalam, harga lumayan mahal, ada healthy food juga, minuman2 dari olahan tanaman yg ada di rumah atsiri tsb juga ada. Rekomended untuk tempat jalan2 sekaligus belajar.",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWdk5YVmlTR0ozVGpsUVVHcE5SamMyV1Voc2NsRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOkVvNXViSGJ3TjlQUGpNRjc2WUhsclE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,80,true,,"Tempatnya bagus untuk edukasi, bersih dan terawat. Waktu masuk gerbang langsung bayar tiket masuk 50ribu/orang, berupa saldo di kartu. Pas di dalam mau belanja, ikut tour, dll dipotong dari saldo tsb. Kalau saldo habis dan masih mau belanja bisa bayar cash. Ada tour guidenya juga (berbayar) di jam2 tertentu. Ada restonya juga di dalam, harga lumayan mahal, ada healthy food juga, minuman2 dari olahan tanaman yg ada di rumah atsiri tsb juga ada. Rekomended untuk tempat jalan2 sekaligus belajar."
Ci9DQUlRQUNvZENodHljRjlvT2w5d2RVSndiMkUyTUZZM2JrUkhkWEJTY1RBMWRsRRAB,114123507895475488622,2026-05-30T00:46:17.239Z,5,"Great place for chill , artistic architecture",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2w5d2RVSndiMkUyTUZZM2JrUkhkWEJTY1RBMWRsRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOl9wdUJwb2E2MFY3bkRHdXBScTA1dlE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,6,true,,"Great place for chill , artistic architecture"
Ci9DQUlRQUNvZENodHljRjlvT200d1NGYzNPR2QxT1VSR00waGphSFZhWjJvM2VrRRAB,109674257330393295010,2026-05-29T03:18:46.350Z,5,"Tiap sudutnyya cantik dan estetikkk
Waktu yg tepat kesini adalah pagi supaya bisa explore semua wilayah kalo sore terbatas karna bbrp tempat sudah tutup",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT200d1NGYzNPR2QxT1VSR00waGphSFZhWjJvM2VrRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOm4wSFc3OGd1OURGM0hjaHVaZ2o3ekE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,24,true,,Tiap sudutnyya cantik dan estetikkk Waktu yg tepat kesini adalah pagi supaya bisa explore semua wilayah kalo sore terbatas karna bbrp tempat sudah tutup
Ci9DQUlRQUNvZENodHljRjlvT2xreE0zQk5VVEZDY2tsNU1qUjVkMHBYWVdKVE4xRRAB,110916424767338096370,2026-05-27T09:46:23.085Z,5,Perlu penataan parkir waktu musim libur,0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xreE0zQk5VVEZDY2tsNU1qUjVkMHBYWVdKVE4xRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOlkxM3BNUTFCckl5MjR5d0pXYWJTN1E%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,6,true,,Perlu penataan parkir waktu musim libur
Ci9DQUlRQUNvZENodHljRjlvT2pWVVpsVllSSE5XZDNGck9EaFVURXA1T0RsTFJHYxAB,100000333327707663139,2026-05-27T09:04:55.190Z,4,"Pertama kesini, beli tiket 50rb ,bisa untuk masuk tiap spot atau buat beli makan.
Kalau kurang bisa top up di setiap lokasi. Coba ke restonya, menurut saya harganya tidak worth it dengan yg di dapatkan, rasanya biasa saja. Saya kesini bawa motor, Saat masuk tidak ada yg mengarahkan parkiran motor, karena tidak ada petunjuk arah parkir. Satpam yg di depan cuek. Dan setelah saya keluar buat pulang, baru mereka menyambut dengan ucapan terimakasih. Untuk pegawai bagian informasi cukup membantu jika mau tanya2.",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWVVpsVllSSE5XZDNGck9EaFVURXA1T0RsTFJHYxAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOjVUZlVYRHNWd3FrODhUTEp5ODlLRGc%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,82,true,,"Pertama kesini, beli tiket 50rb ,bisa untuk masuk tiap spot atau buat beli makan. Kalau kurang bisa top up di setiap lokasi. Coba ke restonya, menurut saya harganya tidak worth it dengan yg di dapatkan, rasanya biasa saja. Saya kesini bawa motor, Saat masuk tidak ada yg mengarahkan parkiran motor, karena tidak ada petunjuk arah parkir. Satpam yg di depan cuek. Dan setelah saya keluar buat pulang, baru mereka menyambut dengan ucapan terimakasih. Untuk pegawai bagian informasi cukup membantu jika mau tanya2."
Ci9DQUlRQUNvZENodHljRjlvT2xCSE1WUkplSFUzVUdaakxVUnllSFZNTldaUGJrRRAB,105190828705346449211,2026-05-24T13:27:30.669Z,5,"This is my second time here and I always love the great ambience!

The menu is so unique as they include the calorie information for each beverages 😀

The food is tasty!",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCSE1WUkplSFUzVUdaakxVUnllSFZNTldaUGJrRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOlBHMVRJeHU3UGZjLURyeHVMNWZPbkE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,31,true,,This is my second time here and I always love the great ambience! The menu is so unique as they include the calorie information for each beverages 😀 The food is tasty!
Ci9DQUlRQUNvZENodHljRjlvT2xvNU9IWlJSbWxDY0RoRFUzZ3RkalpFZUdSWE5rRRAB,104376859298612278601,2026-05-24T06:01:30.874Z,5,"Saya berkunjung ke Rumah Atsiri Indonesia dan secara keseluruhan pengalaman di sini sangat menyenangkan. Tempatnya terasa sejuk, asri, dan jauh dari hiruk pikuk perkotaan, sehingga cocok sekali untuk healing maupun sekadar refreshing bersama keluarga atau teman. Begitu masuk area utama, suasana tenang langsung terasa dengan taman yang tertata rapi, udara segar, serta banyak spot duduk untuk bersantai menikmati pemandangan.

Konsep tempat ini juga menarik karena memadukan wisata alam, edukasi, dan kuliner dalam satu area. Banyak tanaman aromatik dan bunga yang membuat suasana semakin nyaman dan menenangkan. Area jalannya bersih dan terawat, sehingga enak untuk berjalan santai sambil menikmati udara pegunungan.

Untuk makanan dan minuman, menurut saya harganya masih cukup oke dan standar untuk tempat wisata dengan suasana seperti ini. Pilihan menunya juga cukup beragam dan rasanya enak. Menikmati makanan sambil melihat pemandangan hijau menjadi nilai tambah tersendiri. Pelayanannya juga ramah dan cukup cepat.

Selain area wisata dan restoran, di sini juga tersedia toko yang menjual parfum, essential oil, serta berbagai produk aromaterapi lainnya. Produk-produknya memang terlihat premium dan berkualitas, tetapi menurut saya harganya cukup pricy. Meski begitu, bagi yang memang menyukai parfum atau produk aromaterapi, koleksinya menarik untuk dilihat dan dicoba.

Secara keseluruhan, Rumah Atsiri adalah destinasi yang cocok untuk mencari ketenangan, menikmati suasana alam, dan melepas penat dari rutinitas kota. Tempatnya nyaman, estetik, dan memberikan pengalaman liburan yang berbeda.",0,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xvNU9IWlJSbWxDY0RoRFUzZ3RkalpFZUdSWE5rRRAB!2m1!1s0x0:0x49cd93be2a9d4605!3m1!1s2@1:CAIQACodChtycF9oOlo5OHZRRmlCcDhDU3gtdjZEeGRXNkE%7C%7C?hl=id,2026-06-01T14:47:40.479Z,batch_001,220,true,,"Saya berkunjung ke Rumah Atsiri Indonesia dan secara keseluruhan pengalaman di sini sangat menyenangkan. Tempatnya terasa sejuk, asri, dan jauh dari hiruk pikuk perkotaan, sehingga cocok sekali untuk healing maupun sekadar refreshing bersama keluarga atau teman. Begitu masuk area utama, suasana tenang langsung terasa dengan taman yang tertata rapi, udara segar, serta banyak spot duduk untuk bersantai menikmati pemandangan. Konsep tempat ini juga menarik karena memadukan wisata alam, edukasi, dan kuliner dalam satu area. Banyak tanaman aromatik dan bunga yang membuat suasana semakin nyaman dan menenangkan. Area jalannya bersih dan terawat, sehingga enak untuk berjalan santai sambil menikmati udara pegunungan. Untuk makanan dan minuman, menurut saya harganya masih cukup oke dan standar untuk tempat wisata dengan suasana seperti ini. Pilihan menunya juga cukup beragam dan rasanya enak. Menikmati makanan sambil melihat pemandangan hijau menjadi nilai tambah tersendiri. Pelayanannya juga ramah dan cukup cepat. Selain area wisata dan restoran, di sini juga tersedia toko yang menjual parfum, essential oil, serta berbagai produk aromaterapi lainnya. Produk-produknya memang terlihat premium dan berkualitas, tetapi menurut saya harganya cukup pricy. Meski begitu, bagi yang memang menyukai parfum atau produk aromaterapi, koleksinya menarik untuk dilihat dan dicoba. Secara keseluruhan, Rumah Atsiri adalah destinasi yang cocok untuk mencari ketenangan, menikmati suasana alam, dan melepas penat dari rutinitas kota. Tempatnya nyaman, estetik, dan memberikan pengalaman liburan yang berbeda."
