comment_id,post_id,post_url,comment_date,commenter_username,comment_text,comment_like_count,scraped_at,batch_number,text_word_count,is_valid_text,filter_reason,clean_text
17998496683510026,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-11-25T07:06:14.000Z,koalaaa_tempur,"Please angkat akhir bulan ini min, mau aku pake ke kondangan bibi di Jakarta 😂",0,2026-06-01T14:48:37+00:00,batch_001,14,true,,"Please angkat akhir bulan ini min, mau aku pake ke kondangan bibi di Jakarta 😂"
17938025684322241,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-30T12:22:50.000Z,fragsbeby,Enak banget banget wouwww,1,2026-06-01T14:48:37+00:00,batch_001,4,true,,Enak banget banget wouwww
17971849492892809,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-30T09:02:10.000Z,refriyanar_,wangi nya kek gimana kack?,0,2026-06-01T14:48:37+00:00,batch_001,5,true,,wangi nya kek gimana kack?
17952575201219369,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-29T14:28:12.000Z,fatimahaliyuzarsive,pertama kali beli  @hmns.id parfum krn tertarik dgn kolabs ama  @rumahatsiri  dan juara sih UNROSED,0,2026-06-01T14:48:37+00:00,batch_001,16,true,,pertama kali beli @hmns.id parfum krn tertarik dgn kolabs ama @rumahatsiri dan juara sih UNROSED
18035537710398683,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-29T14:00:09.000Z,ernahendrayanaa,kapan ada lagi?,0,2026-06-01T14:48:37+00:00,batch_001,3,true,,kapan ada lagi?
18324443068040458,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-29T05:56:24.000Z,rafansyahtahersitorus,Knp namanya unrosed?,0,2026-06-01T14:48:37+00:00,batch_001,3,true,,Knp namanya unrosed?
17961191993076667,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T22:03:07.000Z,peeterpri,kali aja ada yang preloved farhampton/alpha 🥹,0,2026-06-01T14:48:37+00:00,batch_001,7,true,,kali aja ada yang preloved farhampton/alpha 🥹
17943483569208161,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T13:49:15.000Z,pangpeggyy,Seenak itu wanginya. Ini wangi rose yang gk ada ingredients rosenya. Terakhir kali sniff sniff rose yg cocok di delina dan sniff sniff ini suka bgt.. rekomendasi untuk di day rather than night ❤️,0,2026-06-01T14:48:37+00:00,batch_001,33,true,,Seenak itu wanginya. Ini wangi rose yang gk ada ingredients rosenya. Terakhir kali sniff sniff rose yg cocok di delina dan sniff sniff ini suka bgt.. rekomendasi untuk di day rather than night ❤️
17993542918566803,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T09:20:55.000Z,rismawidyaaa_,"setelah dapet vialnya langsung jatuh cinta, pas launching tanpa pikir panjang langsung checkout dan finally hari ini sampe😍 i'm so happy🤗",0,2026-06-01T14:48:37+00:00,batch_001,21,true,,"setelah dapet vialnya langsung jatuh cinta, pas launching tanpa pikir panjang langsung checkout dan finally hari ini sampe😍 i'm so happy🤗"
17904437705659792,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T05:22:39.000Z,kisella__,Deg-degan nunggu unrosedku datang di rumah😍,0,2026-06-01T14:48:37+00:00,batch_001,6,true,,Deg-degan nunggu unrosedku datang di rumah😍
17964126481871066,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T04:08:06.000Z,feendii25,Nungguin di Shopee.,0,2026-06-01T14:48:37+00:00,batch_001,3,true,,Nungguin di Shopee.
18151328104283972,2956633193342069117,https://www.instagram.com/p/CkIEjl0SGl9/,2022-10-27T00:17:32.000Z,aulya.nms,tuhan apalagi ini 😢,0,2026-06-01T14:48:37+00:00,batch_001,3,true,,tuhan apalagi ini 😢
18322925680039639,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-30T05:18:26.000Z,cindra______,Parfum nya udah habis yaa min @hmns.id ? Kok udah ngga ada di tokped 🥺🥺😢,0,2026-06-01T14:48:37+00:00,batch_001,14,true,,Parfum nya udah habis yaa min @hmns.id ? Kok udah ngga ada di tokped 🥺🥺😢
18187604539235394,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-26T04:43:30.000Z,dianprimaaa,"aku dapet parfumnyaaa, menunggu sampai ke tangan. can't wait!",0,2026-06-01T14:48:37+00:00,batch_001,9,true,,"aku dapet parfumnyaaa, menunggu sampai ke tangan. can't wait!"
17880466373704763,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T08:44:16.000Z,tya_nyunnyun,Pokoknya hadiah apa aja aku bersyukur sekali 😇,0,2026-06-01T14:48:37+00:00,batch_001,7,true,,Pokoknya hadiah apa aja aku bersyukur sekali 😇
17951030762261391,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T07:57:08.000Z,inungnie,Apa aja deh humins.....,0,2026-06-01T14:48:37+00:00,batch_001,4,true,,Apa aja deh humins.....
17955868457136784,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T07:41:02.000Z,ratihkhadi,"Glamping pastinya..berkali kali ke atsiri selalu ❤️sama ambience nya,,",0,2026-06-01T14:48:37+00:00,batch_001,10,true,,"Glamping pastinya..berkali kali ke atsiri selalu ❤️sama ambience nya,,"
17964191659870448,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T06:41:18.000Z,adheelld,"can’t wait 😍
udah lamaaa pengeeeen bangeeeet nginep di glampingnya @rumahatsiri trus keliling ikut kelas yg ada disana, beli essential oilnya, nyobain ngeracik wewangian yang memang khusus buat diri sendiri. mashaAllah masih bayangin aja udah seneng, semoga ada rezeki utk kesana 🥰",0,2026-06-01T14:48:37+00:00,batch_001,40,true,,"can’t wait 😍 udah lamaaa pengeeeen bangeeeet nginep di glampingnya @rumahatsiri trus keliling ikut kelas yg ada disana, beli essential oilnya, nyobain ngeracik wewangian yang memang khusus buat diri sendiri. mashaAllah masih bayangin aja udah seneng, semoga ada rezeki utk kesana 🥰"
18029275987415409,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T06:36:47.000Z,louvekezia,bawa pulang unrosed perfume kalian pastinya 😍,0,2026-06-01T14:48:37+00:00,batch_001,6,true,,bawa pulang unrosed perfume kalian pastinya 😍
17939803001289934,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T06:29:23.000Z,atretygy,staycation di atsiri bareng keluarga asique,0,2026-06-01T14:48:37+00:00,batch_001,6,true,,staycation di atsiri bareng keluarga asique
17968420198812379,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T06:26:33.000Z,chanvasnpaints,Mau hadiah essential oil dari @rumahatsiri 😍😍,0,2026-06-01T14:48:37+00:00,batch_001,6,true,,Mau hadiah essential oil dari @rumahatsiri 😍😍
17967823711933167,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T05:57:28.000Z,nareswarichandra,Travel size ada juga plisss,0,2026-06-01T14:48:37+00:00,batch_001,5,true,,Travel size ada juga plisss
17925674408492868,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T05:03:21.000Z,irmawenni,"Hadiah ya?? ya udh pasti maunya Unrosed Eau de Parfum dong, collabnya @hmns.id & @rumahatsiri 😍🌹 dikasih yg Vialnya pun aku bahagia❤️ sukses terus utk kalian yaa. semangat war nyaa utk kita semua🤗",0,2026-06-01T14:48:37+00:00,batch_001,32,true,,"Hadiah ya?? ya udh pasti maunya Unrosed Eau de Parfum dong, collabnya @hmns.id & @rumahatsiri 😍🌹 dikasih yg Vialnya pun aku bahagia❤️ sukses terus utk kalian yaa. semangat war nyaa utk kita semua🤗"
17942696837241672,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T04:57:45.000Z,ratnadanu,"Min, booth yang di GI udah buka blm ya?",0,2026-06-01T14:48:37+00:00,batch_001,9,true,,"Min, booth yang di GI udah buka blm ya?"
17979442927690840,2956112513793326999,https://www.instagram.com/p/CkGOKtMvP-X/,2022-10-25T04:39:36.000Z,idubmura,linen spray @rumahatsiri aroma senada unrosed. biar berasa tidur di atas mahkota mawar bertebaran dan dikelilingi palmarosa. wah dalam imajinasi saja sudah estetik sekali. 😍,0,2026-06-01T14:48:37+00:00,batch_001,24,true,,linen spray @rumahatsiri aroma senada unrosed. biar berasa tidur di atas mahkota mawar bertebaran dan dikelilingi palmarosa. wah dalam imajinasi saja sudah estetik sekali. 😍
18153093646108793,2428451100790602294,https://www.instagram.com/p/CGzl2jhB7o2/,2021-01-06T12:35:03.000Z,momtraveler,Per malam berapa min utk glamping,0,2026-06-01T14:48:37+00:00,batch_001,6,true,,Per malam berapa min utk glamping
